class,cap-shape,cap-surface,cap-color,ruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,f,f,e,f,f,f,c,,e,e,b,y,s,o,n,p,w,t,e,u,v,g
p,x,y,n,,f,f,c,b,p,t,b,f,s,p,,p,w,o,e,h,y,
e,c,f,y,f,,a,c,b,k,t,?,k,s,w,w,p,w,t,p,b,n,
p,x,y,n,,f,f,w,n,h,e,,k,k,n,p,p,w,t,f,n,c,m
e,f,y,,,n,,c,,,e,c,s,f,,w,,y,o,,,s,g
p,,y,c,t,f,f,c,n,b,t,?,s,,e,c,p,y,,f,k,n,g
p,f,g,g,t,s,f,c,b,,t,e,k,y,c,e,p,w,o,e,h,v,p
e,b,s,u,t,,f,c,,u,e,c,s,s,n,,p,,o,p,n,s,m
e,f,,,,n,f,w,b,w,e,e,k,y,b,w,p,o,t,p,,y,
e,k,y,w,f,f,f,c,n,r,t,c,s,f,g,w,p,w,,e,w,n,p
e,x,f,b,t,y,f,c,,p,t,b,s,s,p,b,,o,o,p,,v,w
p,f,y,g,,s,f,w,n,,e,b,s,k,c,b,p,w,t,p,w,v,g
e,x,s,w,f,n,f,c,b,k,t,,k,f,,w,p,w,o,e,k,y,g
e,x,f,e,,n,f,,b,b,e,,y,f,w,p,p,w,o,p,,a,g
e,,g,w,t,,f,w,b,b,t,c,f,f,w,w,p,w,o,,,v,
e,,,c,t,n,f,c,n,y,t,b,k,k,,o,p,y,,p,r,n,l
e,x,y,,f,n,f,w,,e,t,?,s,y,,b,p,w,o,f,b,v,l
e,b,f,n,t,,f,c,b,p,e,b,s,k,b,b,p,o,n,e,h,v,d
e,f,y,n,t,n,f,c,,n,e,b,f,s,o,w,p,y,,p,k,s,p
e,c,,p,,n,f,c,,w,t,?,s,f,n,g,p,,t,l,h,a,u
e,f,s,y,t,y,f,w,,h,t,r,s,s,g,b,p,n,o,,k,s,u
e,c,s,n,,s,f,c,b,r,t,e,s,k,,w,p,w,,e,n,,d
p,x,s,n,,f,,c,b,b,t,r,y,s,w,b,p,w,o,p,,s,l
p,x,s,g,f,c,f,w,b,,e,b,s,k,y,w,,w,o,p,,,d
p,b,s,e,f,y,f,c,n,h,t,?,s,f,e,w,p,w,o,p,k,c,g
p,f,y,g,f,c,f,w,b,e,t,b,y,f,w,w,p,,,l,h,a,g
e,f,,e,f,,f,,b,p,e,?,s,s,w,e,p,w,t,l,r,y,w
p,x,f,r,t,,,c,b,,e,e,k,y,c,w,p,w,o,n,w,,g
p,x,s,e,f,,f,w,b,p,e,e,,k,,,p,n,o,l,k,s,g
e,f,g,w,,n,a,c,n,k,e,b,f,y,,,,w,o,n,k,s,g
p,x,y,p,f,s,a,c,b,n,t,?,s,y,g,w,p,,o,f,w,v,w
p,,s,,f,,a,c,n,o,e,e,s,f,w,,p,w,o,l,w,v,p
e,x,y,e,t,l,f,w,,p,t,b,f,f,b,b,p,o,o,p,,y,p
p,f,s,y,f,f,f,c,n,p,e,b,k,,n,,p,o,o,l,h,,
e,s,g,b,f,n,f,c,b,w,t,b,f,k,,p,p,w,,p,n,s,d
p,c,y,w,t,n,f,c,b,w,e,c,k,s,w,w,p,w,t,p,k,,l
e,x,f,e,f,n,f,c,,b,t,?,f,s,,w,p,w,o,e,n,v,d
e,s,s,n,,n,f,c,,n,e,e,y,k,w,,p,,o,,k,n,g
p,x,y,y,t,,f,c,,b,t,r,f,k,w,o,p,,o,p,k,,d
e,x,y,,t,n,,w,b,p,e,,y,s,w,p,p,y,o,,r,,
p,,g,r,f,y,f,c,n,b,t,?,s,s,c,w,p,w,n,n,w,v,p
e,x,s,g,t,,,w,b,n,e,?,k,k,b,b,p,w,t,n,y,a,d
e,,,e,f,n,a,c,b,,t,e,,k,,,,w,o,e,u,v,d
e,f,,g,f,y,,w,b,g,e,e,k,k,,o,p,y,n,,n,n,g
e,b,y,y,t,a,f,c,b,e,,e,s,s,c,b,p,w,n,e,y,c,
p,b,y,g,t,l,a,c,b,b,e,b,k,k,c,,p,y,o,p,o,s,
p,x,y,n,f,f,f,w,b,h,e,e,s,,w,p,p,w,,,w,c,d
e,x,y,c,f,,f,,n,n,e,,f,s,,b,p,o,o,e,n,s,g
e,x,,n,f,,f,w,b,o,e,r,k,k,p,w,,w,o,p,h,v,
p,x,y,u,f,f,f,c,n,n,e,b,s,k,o,w,p,w,n,p,n,v,
e,f,,w,t,y,,,b,g,t,r,f,f,w,,p,w,o,e,r,s,g
p,k,s,g,t,l,a,c,b,b,t,,,k,,w,p,o,o,e,o,v,
p,f,g,b,t,f,f,c,b,b,t,?,s,s,n,w,p,w,o,,w,v,g
e,f,g,n,f,,a,w,b,b,e,b,f,s,,b,p,w,,e,w,s,l
p,c,,n,f,m,f,,b,p,e,b,f,k,c,n,p,w,o,p,,c,
p,x,g,,t,,f,,n,g,t,e,f,,e,p,,o,o,e,w,s,d
e,f,s,b,t,n,,c,,n,t,b,s,s,c,n,p,o,o,p,o,v,d
e,,f,e,t,n,f,c,b,o,t,,f,s,c,w,p,,o,n,w,v,m
e,f,f,,f,n,f,c,b,b,t,?,y,f,y,w,p,w,o,f,n,,
e,x,s,y,,n,f,,b,,t,?,s,s,w,b,,w,o,n,,s,d
e,k,y,u,t,n,f,c,n,p,t,?,,f,p,b,,w,t,,n,y,g
e,b,,y,f,n,a,c,n,y,e,?,,s,,w,p,w,,,y,c,l
p,x,s,u,f,m,f,c,b,e,e,e,s,,g,y,p,w,o,p,y,a,g
p,x,f,g,f,f,a,c,b,w,,?,s,s,,w,p,w,,n,n,c,d
p,f,y,e,t,s,f,w,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
p,f,y,g,t,,f,c,n,n,t,e,s,k,w,p,p,w,o,e,h,a,g
e,f,f,n,,n,f,c,b,u,e,e,,s,b,n,p,n,t,l,w,y,l
p,b,s,w,f,y,f,c,b,p,t,b,k,k,w,g,p,w,t,,k,s,
e,k,,e,t,,a,w,,,t,b,y,s,,w,p,w,t,e,u,y,d
e,c,s,n,f,n,f,,b,b,e,?,f,k,g,y,p,w,o,e,,,m
e,x,y,r,f,n,f,w,b,p,t,?,s,y,,b,p,w,o,p,r,v,g
e,s,s,r,f,n,f,,b,w,,c,f,f,,g,p,w,,e,w,v,g
p,x,f,g,f,n,f,c,b,b,t,b,k,s,g,w,p,w,t,p,y,,
p,k,s,e,t,,f,c,n,b,t,?,k,s,,o,p,w,o,e,r,v,p
e,c,g,e,,a,f,w,b,w,t,?,s,s,w,p,p,w,,p,h,y,m
p,,,y,,m,f,c,b,h,,r,,,g,w,p,o,o,p,,s,d
e,b,f,e,,n,f,c,b,r,t,e,s,,w,b,p,o,t,e,n,y,l
p,x,y,b,f,f,f,c,,n,e,?,k,f,n,c,p,w,o,p,n,v,g
e,c,y,g,t,a,f,c,b,k,t,c,f,,,w,,w,t,p,k,v,w
p,s,y,n,f,s,f,c,b,g,t,b,k,k,,p,p,w,o,e,w,y,l
p,x,s,e,,f,f,c,b,p,t,c,s,k,b,p,p,w,o,,u,y,d
p,b,f,,t,f,f,c,b,w,e,?,f,k,p,g,,o,,,,n,g
e,,y,e,f,,f,c,b,r,e,c,k,k,w,y,p,w,o,e,y,c,p
e,b,s,w,t,y,f,c,,,e,b,s,y,c,w,p,w,,l,n,n,u
e,k,y,w,t,a,f,c,n,b,,e,s,y,g,w,,w,o,e,k,y,
p,k,s,e,f,y,f,c,n,w,t,?,s,y,p,p,p,,o,l,w,v,
p,x,s,n,f,m,,c,,b,t,,y,k,p,w,p,y,o,e,h,c,
p,x,f,e,,y,a,c,b,n,e,c,,,w,w,p,n,n,p,w,v,d
p,f,s,w,f,f,a,c,,b,t,,s,s,p,p,p,w,o,e,,s,g
e,x,g,y,f,n,f,c,b,k,e,,y,s,o,g,p,w,o,e,,c,d
e,k,s,n,f,l,f,c,b,n,e,?,s,s,o,g,p,n,t,p,y,v,l
p,x,s,n,f,f,f,c,b,u,,,k,,w,e,p,w,n,e,n,v,l
e,,g,n,t,y,f,w,b,p,t,,f,s,p,w,p,w,t,e,,v,g
e,x,s,n,,s,f,c,b,y,,?,s,k,w,y,p,w,o,e,w,,d
p,,y,b,f,c,f,c,b,o,e,e,y,,w,p,p,w,o,,,v,u
e,s,f,,t,f,f,c,,o,e,?,s,s,b,y,p,,,l,,,p
e,x,f,g,f,n,a,c,b,b,,?,k,k,w,w,p,w,,l,h,y,g
p,x,f,n,f,l,f,c,b,p,t,,f,s,w,o,p,,,p,w,,g
e,,,e,t,n,f,w,n,n,e,?,y,y,w,w,p,n,o,n,k,s,
e,k,,n,f,n,f,c,n,n,e,?,k,k,b,w,p,w,o,e,n,c,p
p,f,f,y,f,f,f,w,b,,t,b,k,f,p,w,,y,t,l,w,,u
e,s,f,w,t,,f,,b,p,e,,k,s,g,n,,w,o,n,b,s,l
e,f,s,g,,a,f,c,b,u,,b,s,k,g,p,p,w,o,p,w,y,
e,b,y,g,t,n,f,c,b,y,t,e,s,,g,g,,w,,p,k,v,d
e,f,f,p,t,n,f,w,b,g,t,?,,f,w,w,p,w,n,p,h,y,l
p,s,s,,,,f,c,n,g,t,e,s,s,p,c,p,w,o,e,k,n,d
e,f,f,,f,n,f,c,b,y,,b,s,,b,w,,w,o,p,w,s,g
e,k,s,n,,n,a,c,b,o,e,?,s,,o,o,p,o,o,p,u,a,l
e,k,s,e,f,m,f,c,b,k,e,c,s,k,b,w,p,w,t,l,,c,w
e,b,y,,t,s,f,c,b,n,t,r,y,s,p,n,p,w,o,e,r,s,u
p,f,,n,t,p,f,,n,b,t,,s,s,,n,,w,o,e,u,v,l
p,f,f,g,f,f,f,w,n,p,,c,s,y,n,w,p,w,n,p,h,s,p
e,k,s,n,t,,a,,b,w,e,?,s,k,c,b,p,w,,l,k,n,w
p,x,,w,f,y,,c,b,w,e,b,s,,w,w,p,,o,e,w,c,
p,x,y,e,f,f,f,c,b,n,t,b,s,s,,,p,n,o,,h,s,u
p,b,g,n,t,s,a,c,,w,,,f,k,b,y,,w,o,n,r,,m
e,f,g,e,t,,a,c,b,y,e,e,k,s,w,n,p,w,o,p,n,s,
e,x,f,n,t,,f,w,n,h,e,c,f,s,o,w,,w,o,l,,a,d
e,f,y,e,f,y,f,c,b,n,t,c,y,f,w,w,p,w,o,p,u,n,p
e,x,,w,,a,,c,b,b,t,,,k,n,p,p,w,,f,h,v,d
e,f,y,g,t,n,f,w,,p,t,r,,s,,p,p,w,o,,n,c,d
p,x,y,y,t,c,a,c,n,h,e,b,,k,p,n,p,,o,l,h,y,p
e,,f,g,f,n,f,w,b,g,t,b,s,,w,w,p,w,o,p,,y,d
p,,s,c,f,f,,c,b,u,t,b,,y,c,n,p,w,o,l,h,v,g
p,x,y,g,f,f,f,w,n,h,e,b,k,k,b,b,p,,o,,h,y,g
p,,y,,f,c,f,c,b,b,e,?,s,y,w,w,p,w,t,p,w,y,d
e,x,g,n,f,l,f,c,n,n,e,?,s,y,b,g,,w,n,n,n,y,
e,f,s,w,,n,f,c,n,b,t,b,s,s,b,w,p,w,o,e,w,s,m
e,f,s,y,f,n,a,c,b,n,t,?,s,s,e,b,p,,o,p,n,v,g
p,x,s,,t,f,a,c,b,n,t,?,,y,w,w,p,,t,p,k,n,
p,x,g,e,f,f,f,c,n,b,t,,k,k,p,p,p,,o,f,,v,l
e,f,y,y,t,l,,c,b,p,t,b,s,,y,w,p,w,,p,,,d
e,k,s,n,t,p,f,c,n,w,e,e,k,k,w,n,p,w,t,l,n,s,m
p,,f,e,t,y,f,c,n,g,t,c,k,s,n,g,p,o,n,l,,,d
p,k,s,p,f,y,f,c,b,y,e,?,s,k,y,p,p,,o,l,k,y,g
p,k,f,,t,m,f,w,,b,,,k,f,p,w,p,w,o,e,,,w
p,x,s,w,f,,f,c,n,p,e,e,k,,n,p,p,w,o,,w,v,
e,f,f,w,f,c,f,,n,e,t,?,,s,n,p,p,,o,n,h,v,g
e,f,f,u,f,n,,w,b,o,t,e,s,s,,c,p,o,o,,o,n,p
e,f,f,y,t,f,f,w,b,,t,?,s,k,o,w,p,w,o,,n,v,
e,f,f,p,f,n,f,w,n,r,e,b,s,s,w,w,p,w,o,p,w,v,d
e,f,s,g,t,,f,c,n,n,e,?,s,s,e,g,,,,p,,,d
e,,f,n,f,l,f,c,,k,t,e,f,f,w,c,p,w,n,e,n,s,u
e,k,f,w,f,n,a,c,b,h,t,,y,,,w,p,w,o,l,n,v,d
p,x,y,y,f,l,f,c,b,b,e,r,s,y,p,w,p,o,t,,w,y,g
p,x,y,b,f,p,f,c,b,p,e,b,s,k,w,w,p,w,o,l,w,n,p
e,x,f,u,f,f,f,w,b,e,t,b,,s,y,,p,n,n,f,n,a,
p,x,y,p,t,f,f,c,n,b,t,e,f,k,e,p,,,t,,n,n,
e,k,s,n,t,n,f,c,b,h,e,?,s,,e,n,p,w,t,e,k,y,w
p,f,,n,,,a,w,n,w,t,?,s,s,b,y,,w,n,e,,,m
p,c,y,y,t,l,f,c,,b,e,?,f,,c,n,p,w,t,,n,s,d
e,x,y,g,f,p,f,,n,n,t,e,s,s,w,n,p,,o,,,a,d
e,x,s,c,f,c,f,w,,o,e,b,k,s,c,n,p,w,n,p,y,y,
e,x,y,e,,n,f,c,b,o,e,e,f,s,w,w,p,w,o,l,k,a,g
p,b,y,e,f,f,a,c,b,u,e,e,s,k,,g,p,w,,p,w,v,g
e,f,,n,,y,f,w,n,b,t,e,k,s,c,w,p,w,n,n,b,,p
p,x,y,n,t,,f,w,b,w,t,r,y,,w,n,p,w,t,p,b,a,g
e,x,y,n,t,n,,c,,y,e,?,,s,,w,p,w,o,l,n,y,l
e,,y,n,t,s,a,w,,r,t,b,y,s,b,n,p,,t,p,,v,m
e,c,s,,f,n,f,w,n,y,t,b,s,s,y,p,p,w,n,p,h,v,w
e,s,y,n,t,n,f,w,b,n,t,r,s,s,p,g,p,w,n,,h,v,l
e,s,y,w,t,p,f,w,,n,e,?,s,y,w,o,,w,o,,b,y,
p,f,s,g,t,s,a,c,n,,t,e,s,f,w,w,,w,o,e,,a,d
p,f,g,y,,f,f,,b,w,t,b,s,k,w,o,,w,o,f,k,s,
e,b,,,t,s,,c,b,,t,b,s,,w,w,p,w,,,n,y,g
p,x,f,,t,l,,c,n,n,t,e,f,s,w,n,p,w,o,e,,n,
p,x,,g,t,,f,c,n,b,t,,s,f,p,w,p,y,t,l,,n,w
e,x,s,g,f,n,f,c,n,n,t,?,f,,n,c,p,w,o,p,k,s,
e,f,,b,f,p,a,c,b,b,t,?,s,y,b,n,p,n,o,p,n,v,g
p,x,f,g,f,,f,w,b,g,t,e,k,k,o,p,p,n,o,l,h,y,g
e,b,f,w,t,n,a,c,b,,t,,f,s,e,w,p,w,,p,n,v,p
e,k,s,g,f,n,f,c,n,w,e,b,f,y,n,y,p,w,o,e,h,v,m
p,f,f,e,f,f,f,c,n,w,e,?,k,y,w,w,p,,n,p,,y,g
p,f,f,y,f,f,f,w,b,n,,,f,k,,w,p,,o,l,h,s,l
e,c,f,n,f,n,f,c,n,n,t,b,k,k,p,w,p,w,,e,n,v,d
p,c,f,g,f,l,f,c,b,,t,c,k,f,g,b,p,w,,p,h,v,w
e,x,g,g,t,p,f,,b,o,e,r,s,s,p,w,p,o,,e,,a,m
e,f,f,c,t,f,f,,b,n,t,b,s,s,o,g,p,w,o,p,n,v,w
p,c,y,y,t,c,f,c,n,,e,b,,,b,,p,y,n,e,,y,
e,,y,g,,m,a,c,b,g,t,,s,s,g,g,p,w,o,p,n,s,d
e,x,y,n,t,,f,w,b,n,,b,y,s,y,w,p,n,o,f,k,s,
e,k,s,y,t,c,a,c,b,w,,,,k,w,p,p,,o,p,h,a,g
e,f,y,e,f,n,f,c,n,w,t,,y,k,p,p,,n,,e,w,s,d
e,f,f,g,f,n,f,c,b,p,,b,s,s,p,y,,w,t,p,k,y,d
p,x,g,n,f,,f,w,n,n,e,b,f,k,w,p,p,n,o,p,h,y,d
p,f,f,,t,f,a,,b,g,e,c,k,,w,y,p,w,o,p,w,y,p
e,x,f,p,f,n,f,,,e,t,r,,s,,b,p,w,n,,h,v,g
e,f,g,y,t,p,f,c,n,o,t,b,s,s,b,p,p,w,o,e,h,s,w
e,f,y,n,t,n,a,c,b,y,e,r,s,f,o,w,p,y,o,p,k,v,
e,x,,e,t,n,f,c,b,w,t,b,,s,w,g,p,w,o,f,k,y,
p,f,,,f,s,a,,b,n,t,e,k,k,b,p,p,w,o,p,h,v,g
p,c,s,y,t,l,a,c,n,,e,,,s,,b,p,y,o,n,y,c,d
e,b,s,r,f,y,f,c,b,g,,,s,y,,w,p,w,o,p,w,s,g
p,f,f,g,t,f,f,c,b,b,e,c,s,k,w,w,p,w,o,l,k,v,w
p,f,s,w,,f,f,c,b,h,t,b,s,,c,e,p,o,o,e,n,y,d
p,f,y,g,t,l,f,,,b,,r,s,s,w,p,p,w,o,n,w,v,l
e,b,y,w,t,m,a,,b,n,e,,k,s,g,p,p,,o,n,b,y,m
p,,f,r,t,f,f,c,n,,,c,s,s,w,p,p,w,o,p,n,c,l
e,f,f,g,t,a,f,w,b,,t,e,s,y,w,e,p,n,n,p,k,s,d
e,,g,,f,n,,c,n,n,t,b,y,f,g,o,p,w,o,p,h,y,g
p,f,,y,f,s,f,c,n,n,,b,s,s,,y,p,,o,e,,v,p
e,x,y,g,f,,a,c,b,u,e,c,s,s,p,,p,w,o,p,u,y,d
p,f,f,,f,f,f,c,b,u,e,e,,f,w,p,p,w,,l,r,v,d
p,f,s,e,f,f,f,c,n,n,t,b,k,s,n,y,,w,o,p,k,n,m
e,,s,y,t,,a,w,n,g,,c,k,s,w,,p,w,t,f,k,n,m
e,f,y,n,f,a,f,c,b,e,e,?,k,y,c,c,,w,o,p,n,v,d
e,x,f,p,f,f,f,c,n,n,e,b,y,f,,p,,,o,n,h,y,p
e,,f,w,t,c,a,c,,b,t,b,,s,p,w,p,w,o,,k,,p
p,f,s,,t,p,f,w,b,u,t,b,k,s,,c,p,w,o,l,h,y,w
p,x,g,,f,c,f,c,n,u,t,,s,s,w,n,,o,o,p,n,s,d
p,k,y,g,f,y,a,c,n,p,t,r,,s,w,p,p,w,n,n,r,v,d
e,f,f,e,f,n,,c,b,r,t,c,f,,w,w,p,o,o,e,k,y,g
e,,g,y,f,p,f,c,n,y,t,c,s,s,p,g,p,w,o,p,w,a,
e,x,s,g,t,n,f,c,b,n,t,,f,,p,g,p,w,n,p,k,v,d
e,,s,w,,l,a,w,b,w,t,c,s,s,p,y,p,w,o,,y,y,p
e,k,s,y,t,l,f,c,b,p,,b,,s,w,p,p,w,t,,,,d
e,f,g,n,f,n,,c,n,h,e,e,s,f,w,n,p,o,o,f,k,y,g
e,x,g,n,t,f,f,c,,w,t,b,,f,p,w,,y,t,p,k,s,
p,,y,,,f,a,c,b,u,e,?,s,s,e,p,p,w,t,f,n,,
p,x,,e,t,s,,c,,,,r,f,k,w,,p,w,o,p,u,s,
e,b,,e,t,c,f,w,b,,t,?,,k,,w,p,w,n,,k,,u
e,x,s,g,t,n,f,w,b,n,,b,k,s,w,,p,w,,l,k,,g
p,,f,g,f,p,f,w,,p,e,r,y,k,w,c,p,n,o,e,,n,
p,b,s,g,f,f,f,c,b,e,e,r,s,s,w,p,,,n,p,y,v,d
e,k,y,u,f,l,,,b,e,t,b,,,c,b,,w,t,l,h,a,
p,b,g,w,t,,f,c,n,p,t,c,s,y,b,w,p,w,n,p,k,s,p
p,x,,b,,s,f,c,b,p,t,b,,s,g,n,p,,,l,,v,d
e,b,s,n,f,n,a,c,n,u,,?,k,,,n,p,w,n,e,n,a,g
e,f,y,b,t,,f,c,b,n,t,r,f,k,p,e,p,w,o,e,n,y,g
p,f,y,y,f,f,,,b,p,e,b,,s,,p,p,w,o,,u,v,l
p,b,y,b,t,n,a,,b,n,t,b,s,s,y,,p,y,t,,r,v,m
e,x,f,w,,n,f,c,,w,e,e,k,s,b,w,p,w,n,n,w,c,g
p,f,f,y,t,f,f,c,n,e,t,b,y,s,w,p,p,o,o,l,,v,
e,,y,g,f,n,f,c,b,b,e,?,,k,b,g,p,w,n,,n,v,g
e,c,y,w,f,m,,c,b,y,e,r,y,s,w,b,p,w,o,e,w,y,l
p,,,w,,p,a,c,,n,,?,,k,w,w,p,,o,,k,s,d
p,f,,e,f,,f,c,b,w,,b,s,k,n,n,p,w,,,u,y,d
p,f,f,y,,f,a,w,n,b,e,r,s,f,w,g,p,o,t,,,v,d
p,x,s,e,f,f,f,c,,h,e,b,,s,g,w,,y,o,l,r,v,d
e,,f,n,t,n,f,c,b,p,e,c,f,s,w,,p,w,t,l,n,v,g
p,f,y,n,f,f,,c,n,b,t,e,y,k,p,e,p,w,,p,n,,d
e,f,f,y,,y,,c,n,w,t,c,s,s,p,o,p,w,o,n,w,c,p
p,x,y,y,f,f,f,c,b,k,e,c,s,,b,n,,w,t,e,y,n,u
p,f,s,w,t,n,f,c,n,w,e,b,y,s,p,w,p,w,n,p,h,v,d
e,f,g,n,t,m,f,c,b,n,t,b,k,k,y,w,p,w,o,f,n,v,m
e,x,f,w,f,,f,c,n,n,,c,f,f,p,,p,w,,e,,v,g
e,c,f,e,t,l,f,c,n,u,t,?,s,s,w,w,p,w,t,e,,v,
p,x,g,y,f,f,f,c,b,n,t,b,k,k,p,p,p,o,n,l,,v,d
p,x,f,n,t,f,f,,,,t,e,s,s,,w,p,w,n,e,h,v,d
e,f,y,w,f,,f,w,,b,t,?,s,k,w,w,p,w,o,p,w,c,u
p,s,y,y,t,,f,w,,b,t,?,k,k,n,w,,,o,p,w,v,d
p,s,f,p,f,c,,,b,k,t,e,k,s,e,w,p,w,o,f,w,v,u
p,,y,p,f,l,a,c,n,b,t,?,,f,p,p,p,w,o,l,w,v,d
e,x,y,e,t,a,f,c,b,u,t,b,s,s,w,w,p,,n,p,y,n,m
p,f,s,b,t,f,f,w,b,k,t,b,s,k,,y,p,w,o,p,y,v,g
e,x,y,n,f,s,f,,b,w,t,b,f,s,,w,,w,o,,r,a,g
e,f,g,,f,n,,c,n,g,t,b,s,s,w,,p,w,o,p,w,v,u
p,k,,g,t,c,a,c,b,,t,b,s,s,g,w,p,o,o,n,h,v,w
p,c,g,n,f,n,f,,n,u,e,?,f,s,,g,p,o,,n,n,y,g
e,s,g,g,f,l,f,c,b,e,t,b,k,,,w,p,w,t,p,u,v,u
p,k,f,n,f,,a,w,n,k,t,,s,s,p,b,p,w,n,e,h,,d
p,c,f,n,f,p,a,c,n,b,t,?,k,k,n,p,p,w,o,l,b,v,d
e,,s,y,t,a,,w,b,w,t,?,s,s,w,w,p,y,o,,u,v,d
e,f,,g,f,s,f,w,,h,e,c,s,k,w,c,p,w,o,p,n,v,l
e,x,,,,,f,w,b,n,,c,y,s,n,n,p,n,n,l,w,v,
e,,y,e,f,m,a,w,b,h,e,b,f,,y,e,p,o,o,f,h,,g
e,x,s,w,t,n,f,c,,k,e,?,,k,w,w,p,y,t,l,,c,u
e,f,s,w,t,y,,w,b,b,e,r,s,k,,,p,w,t,f,w,s,l
e,s,y,n,,f,,c,n,k,e,,s,s,w,n,p,w,n,p,w,a,g
p,x,y,e,f,f,f,c,b,b,e,b,,k,w,p,p,n,o,,w,v,w
p,f,y,e,,n,f,c,b,,e,c,k,,g,b,p,w,o,,k,,g
p,x,,n,,f,a,c,b,u,,,f,s,o,g,p,w,,e,n,n,g
p,f,s,,f,f,a,,b,u,,?,s,f,w,w,,w,o,p,u,y,u
e,k,s,,f,l,f,c,b,g,e,,s,k,w,b,p,w,o,l,n,y,l
p,,s,u,t,m,f,w,,,e,b,y,s,,,p,w,n,l,n,v,d
e,b,s,n,t,,f,,,b,,?,y,s,w,,,w,o,,n,,u
p,f,y,c,,,,c,,g,e,c,s,f,w,w,p,o,t,p,,v,d
p,s,s,w,f,f,f,c,n,n,t,?,s,,,w,,w,o,e,n,v,d
e,x,y,n,t,s,f,c,,k,,,s,f,p,w,p,,o,,n,v,g
e,,s,w,t,l,a,c,b,,,b,s,k,g,n,p,w,o,l,k,s,g
e,f,y,g,t,p,a,c,b,p,t,,,s,n,g,p,w,o,p,n,,
p,k,f,w,t,y,f,c,b,b,t,b,k,k,w,w,p,w,o,l,,n,l
p,f,f,n,,,a,w,n,y,t,?,k,y,p,w,p,,o,e,o,s,d
p,f,f,y,t,n,,,n,h,t,?,,,o,n,p,w,o,l,w,,g
e,x,,y,t,p,a,w,b,w,t,?,k,y,,,p,w,o,e,n,n,g
e,f,,g,,,f,c,b,w,e,?,s,f,w,w,p,w,o,p,y,s,g
p,f,,g,f,s,,c,b,p,t,b,k,f,g,y,p,w,o,l,,a,m
e,k,s,g,t,n,f,,b,g,,b,y,,p,b,p,,o,p,k,c,u
e,x,g,,t,y,f,c,n,n,t,b,s,s,,g,,w,o,p,y,v,l
p,b,f,y,,f,a,w,n,g,e,e,k,s,w,n,p,n,,p,n,y,d
p,x,s,g,,s,a,c,b,g,e,b,y,f,w,,p,n,o,l,h,,u
p,b,y,y,f,,a,c,b,p,e,r,k,k,w,b,p,w,o,l,k,y,d
e,x,y,c,f,,f,c,b,,,e,s,,w,w,,,o,l,o,y,p
e,f,y,y,,n,f,c,b,b,t,c,k,s,p,,p,,t,e,u,v,m
e,x,g,,t,n,a,c,,,t,b,k,,b,w,p,,o,e,w,v,l
p,c,,,f,f,,c,n,w,e,e,,k,p,w,p,w,o,e,h,v,
p,x,s,b,f,c,a,c,n,,e,b,,s,g,w,p,w,o,l,y,s,g
p,k,y,c,,f,f,c,b,b,t,?,k,s,w,c,,w,o,e,k,y,d
e,f,g,w,t,f,,c,,y,e,?,f,s,,,p,w,o,f,u,a,d
e,f,f,g,,a,f,c,,b,t,r,f,s,g,w,p,w,o,,n,y,g
e,f,g,c,t,m,f,c,n,b,,b,s,s,o,w,p,,,e,k,,g
e,k,,,,f,f,c,b,b,,r,s,y,c,,p,w,o,e,n,s,p
e,f,y,n,t,f,f,c,n,n,e,b,k,s,g,w,p,,o,p,w,s,d
p,x,y,w,t,f,a,c,b,u,e,e,f,s,e,w,p,,o,p,w,,w
e,x,s,e,t,n,f,w,b,,,?,s,s,w,w,,w,o,e,n,a,g
p,x,s,y,f,p,a,c,b,o,e,e,s,y,p,w,p,w,o,e,h,v,
e,x,g,e,f,f,f,c,n,,e,e,s,,c,w,p,w,t,e,n,c,d
e,b,f,w,,l,f,c,n,k,t,c,y,y,w,p,p,w,o,p,,s,g
p,x,f,e,f,f,f,c,b,h,,?,s,k,w,,p,w,,p,n,a,d
p,k,,g,f,f,f,c,b,n,e,r,,k,w,w,p,o,o,e,k,y,d
p,c,s,e,t,f,f,c,b,b,t,?,k,,w,,p,w,o,p,n,y,d
e,x,,g,t,,a,c,b,p,,b,s,k,b,g,p,w,o,n,,n,
e,k,y,n,t,n,f,,n,g,t,?,s,s,w,p,,o,t,,w,s,d
e,k,f,n,t,s,,c,b,u,e,?,s,s,w,p,p,w,t,l,k,,d
p,x,,b,t,l,f,,b,w,,e,s,k,,n,p,w,o,l,n,v,g
p,,f,,f,f,f,c,n,g,t,?,s,,w,o,p,w,o,l,w,v,d
p,x,,e,t,p,f,,b,,e,b,k,s,g,w,p,n,,f,k,s,d
e,x,s,e,f,s,f,w,,,t,e,k,s,w,w,p,w,o,n,,,g
p,s,s,b,,m,f,w,n,p,t,?,,,p,n,,w,t,e,o,s,p
e,f,y,c,,,f,c,n,n,t,e,s,y,o,,p,w,o,l,r,n,
p,x,y,r,f,s,a,w,b,u,,?,k,s,b,p,p,w,o,e,k,y,
