City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed
Istanbul,Turkey,2023-10-28,6.31,159.18,81.83,27.16,0.16,122.65,4.7,83.4,2.17
Madrid,Spain,2023-07-23,57.5,84.63,10.15,15.06,9.16,113.1,10.56,50.66,16.74
Cairo,Egypt,2023-09-10,112.95,112.31,94.12,26.38,9.3,174.66,6.26,62.04,14.35
Toronto,Canada,2023-03-03,98.76,148.4,82.02,34.1,7.44,137.29,8.72,86.56,7.36
Seoul,South Korea,2023-05-05,63.49,188.54,28.96,39.78,7.37,63.16,-1.23,92.32,4.89
Cairo,Egypt,2023-05-17,88.41,165.24,59.9,48.59,5.91,196.94,32.25,93.03,12.87
Dubai,UAE,2023-03-22,43.14,56.75,73.91,44.83,3.15,166.22,-5.88,66.09,5.96
Madrid,Spain,2023-08-24,117.23,100.87,28.67,5.18,4.25,191.44,21.79,64.5,12.95
Bangkok,Thailand,2023-05-20,46.87,85.91,48.88,26.65,5.12,35.72,9.1,51.56,4.25
Paris,France,2023-10-26,60.89,159.67,57.01,13.09,9.55,142.98,10.28,52.75,5.59
Toronto,Canada,2023-10-18,110.85,177.58,58.83,33.4,2.33,140.66,0.85,12.7,16.05
Tokyo,Japan,2023-05-18,17.33,148.4,77.36,12.86,2.37,187.98,8.75,50.26,13.33
New York,USA,2023-10-10,123.48,153.67,24.77,39.01,2.28,72.25,-8.08,42.89,17.39
Mexico City,Mexico,2023-02-21,37.67,102.09,50.6,37.54,7.85,149.21,37.38,83.29,1.87
Beijing,China,2023-04-07,102.39,59.72,10.61,1.28,6.83,165.0,26.68,57.39,8.53
Johannesburg,South Africa,2023-05-06,36.15,18.63,92.4,49.86,4.39,165.82,-8.86,88.54,18.15
Toronto,Canada,2023-03-14,48.23,80.0,51.32,38.45,9.97,82.48,14.91,41.96,12.26
Los Angeles,USA,2023-04-12,34.93,148.95,95.24,43.42,0.58,148.38,17.5,24.66,16.56
Johannesburg,South Africa,2023-10-13,121.86,182.25,77.74,15.49,1.88,182.82,15.57,84.31,4.44
Sydney,Australia,2023-09-06,89.38,182.62,9.61,47.11,9.53,60.58,38.23,57.59,12.43
Cairo,Egypt,2023-07-05,23.89,144.98,92.13,15.03,4.14,56.23,14.1,17.39,3.78
Madrid,Spain,2023-11-11,43.57,60.22,60.03,11.49,3.71,181.45,5.19,68.97,16.49
Moscow,Russia,2023-11-22,52.91,105.02,16.79,32.08,0.48,76.08,-0.57,46.04,3.67
Beijing,China,2023-12-11,25.98,95.08,47.59,40.04,9.9,93.15,20.15,29.14,17.61
Johannesburg,South Africa,2023-04-20,81.41,97.49,44.1,32.65,2.02,173.79,16.78,61.17,18.49
Bangkok,Thailand,2023-07-15,57.81,12.56,26.85,32.12,0.72,63.28,31.23,10.33,8.19
Bangkok,Thailand,2023-08-06,141.82,67.43,62.71,5.05,6.33,14.75,8.49,94.15,18.2
Sydney,Australia,2023-10-08,91.77,91.04,82.21,25.41,3.4,137.74,4.98,72.05,5.56
Dubai,UAE,2023-12-03,27.49,189.69,20.54,49.39,8.63,196.8,39.87,13.08,11.61
New York,USA,2023-04-05,93.99,122.8,70.56,40.11,5.73,141.93,16.61,71.96,11.98
Moscow,Russia,2023-06-27,37.21,51.01,62.53,7.09,3.41,159.97,26.06,58.76,17.41
Rio de Janeiro,Brazil,2023-02-16,113.89,107.54,97.76,23.79,9.8,66.75,-9.37,34.01,15.17
Dubai,UAE,2023-11-12,101.95,75.4,5.64,46.05,8.3,111.43,8.12,83.56,3.04
Mumbai,India,2023-06-21,102.98,100.62,38.32,31.09,8.57,39.91,20.16,46.18,14.35
Istanbul,Turkey,2023-01-22,60.08,84.91,85.9,26.39,8.19,50.5,13.97,41.78,16.67
Rio de Janeiro,Brazil,2023-07-03,70.14,98.29,74.2,38.9,2.8,136.01,19.48,11.85,19.99
Seoul,South Korea,2023-07-04,138.66,149.57,97.07,1.09,1.61,197.8,24.21,80.12,15.28
Mumbai,India,2023-09-10,9.8,168.3,39.0,15.74,6.89,158.96,31.56,70.61,10.32
Moscow,Russia,2023-07-16,35.87,159.08,96.78,12.23,0.96,117.17,23.63,97.06,8.18
Paris,France,2023-12-13,119.52,33.23,25.08,18.24,2.46,141.93,8.18,64.0,1.53
Istanbul,Turkey,2023-10-04,54.35,142.2,73.22,27.47,9.92,198.72,-4.05,34.17,2.46
Madrid,Spain,2023-01-14,110.79,182.47,22.48,20.48,3.62,168.98,-2.11,70.59,9.63
Johannesburg,South Africa,2023-11-24,60.1,131.32,45.68,44.34,2.27,77.79,18.39,38.45,9.59
Sydney,Australia,2023-11-07,117.72,17.39,64.4,28.12,2.42,29.99,11.19,36.89,16.76
London,UK,2023-06-23,96.12,184.98,20.03,15.96,7.25,93.61,34.38,55.44,17.8
London,UK,2023-08-02,132.04,52.48,7.22,27.15,8.07,151.43,35.51,17.12,0.78
Mexico City,Mexico,2023-04-16,43.91,32.39,38.45,39.75,5.06,135.49,-9.86,63.93,11.31
Mexico City,Mexico,2023-08-18,113.3,134.78,84.86,31.91,9.49,30.23,-5.15,46.2,2.33
Madrid,Spain,2023-10-11,39.77,22.83,47.51,20.65,3.17,50.84,-3.93,74.32,12.67
London,UK,2023-02-14,60.55,169.62,41.42,13.87,1.79,150.4,4.63,77.34,15.34
Beijing,China,2023-10-01,110.82,57.39,91.39,40.07,2.97,183.77,14.55,97.32,3.34
Berlin,Germany,2023-12-15,17.7,199.49,30.94,44.62,4.15,134.24,27.9,14.78,18.94
Rio de Janeiro,Brazil,2023-02-25,148.96,102.56,64.97,28.3,4.34,122.3,1.65,90.89,8.45
Beijing,China,2023-04-14,88.97,197.94,47.73,42.37,0.66,15.14,25.09,11.21,1.83
Sydney,Australia,2023-09-05,90.39,110.0,61.13,17.23,8.75,113.37,15.11,91.28,11.27
Beijing,China,2023-06-16,44.05,29.63,33.06,40.16,0.26,83.18,31.02,35.3,9.47
Mexico City,Mexico,2023-11-01,56.49,125.76,25.65,31.74,1.09,48.71,38.76,14.4,16.22
Dubai,UAE,2023-04-15,21.22,67.54,85.29,6.95,1.04,159.1,0.69,47.86,13.93
Madrid,Spain,2023-04-08,31.01,135.45,58.24,15.6,5.01,135.38,19.75,44.81,11.9
Los Angeles,USA,2023-07-27,64.52,74.21,80.44,41.01,3.99,104.69,-5.69,65.43,16.81
Cairo,Egypt,2023-11-24,28.52,41.1,65.47,23.84,0.89,26.27,20.56,44.55,18.28
Cairo,Egypt,2023-04-12,7.4,28.9,25.47,9.03,2.39,71.82,38.24,31.21,17.3
Toronto,Canada,2023-03-05,53.17,54.76,11.28,15.29,5.52,28.09,0.69,68.54,3.57
Mumbai,India,2023-03-02,82.52,27.43,43.89,9.15,1.33,61.31,32.08,93.11,14.43
Rio de Janeiro,Brazil,2023-04-05,63.55,83.21,22.42,17.85,3.11,188.24,14.06,45.07,8.6
Beijing,China,2023-10-24,34.12,69.2,43.08,26.3,6.09,100.26,25.61,46.17,19.71
Rio de Janeiro,Brazil,2023-11-08,58.72,106.78,64.82,13.98,5.74,153.9,5.4,19.48,19.24
Los Angeles,USA,2023-12-07,118.45,116.71,68.27,47.69,0.38,54.74,0.14,11.99,2.84
New York,USA,2023-04-04,103.78,51.92,78.86,27.51,3.29,80.76,28.35,13.61,18.66
Dubai,UAE,2023-09-12,83.97,160.57,93.7,15.5,1.51,176.19,7.1,92.12,8.38
Seoul,South Korea,2023-06-25,8.02,193.8,54.49,15.62,8.23,97.74,9.39,12.44,18.9
Los Angeles,USA,2023-11-25,50.75,177.49,66.18,22.25,7.35,93.49,33.84,22.18,16.86
Paris,France,2023-05-10,111.18,151.94,86.85,26.29,9.98,123.59,18.21,30.58,19.93
Mexico City,Mexico,2023-06-12,114.34,137.4,59.0,18.45,5.08,54.31,9.82,36.37,9.03
Toronto,Canada,2023-07-28,34.91,38.04,83.74,21.56,7.12,172.95,-3.19,52.14,11.11
Johannesburg,South Africa,2023-08-11,109.8,186.53,75.42,25.77,5.07,66.52,29.71,47.77,3.97
Paris,France,2023-12-09,66.61,179.38,53.67,15.6,3.12,55.0,2.26,93.67,12.65
Toronto,Canada,2023-10-27,123.44,170.38,40.66,35.91,0.42,164.3,-6.49,72.19,14.95
Paris,France,2023-11-19,34.32,78.03,50.49,1.84,6.18,49.19,11.58,57.92,14.78
Bangkok,Thailand,2023-07-24,40.15,139.46,11.76,44.59,2.04,135.74,6.96,46.98,7.43
Paris,France,2023-10-19,20.57,13.48,67.02,33.13,1.77,79.9,16.61,58.84,7.24
Los Angeles,USA,2023-12-10,73.09,124.59,30.38,47.37,9.29,113.7,31.61,29.35,1.92
Istanbul,Turkey,2023-12-14,101.5,68.33,84.9,21.08,2.92,52.09,13.91,12.57,13.99
New York,USA,2023-07-04,82.39,159.27,81.27,8.89,7.26,175.88,-4.83,81.3,17.54
Los Angeles,USA,2023-11-28,142.88,11.44,91.79,49.87,5.63,71.87,29.94,23.59,13.35
New York,USA,2023-11-19,137.75,172.21,14.04,13.63,1.95,17.5,8.1,68.76,7.02
Mumbai,India,2023-06-21,145.43,108.4,59.37,9.5,3.01,102.95,20.18,42.67,15.68
Istanbul,Turkey,2023-02-25,89.82,137.38,57.55,11.67,4.72,175.3,35.55,43.19,16.11
Dubai,UAE,2023-11-28,53.68,138.02,21.96,4.58,2.94,150.35,35.14,91.51,18.1
London,UK,2023-03-26,120.45,37.3,72.01,37.95,4.14,19.21,25.61,25.71,3.99
Mexico City,Mexico,2023-02-05,12.76,189.27,82.32,28.89,3.43,20.73,-3.93,75.14,3.63
Dubai,UAE,2023-10-21,105.89,135.71,77.91,36.7,9.95,46.93,33.77,39.19,6.21
Tokyo,Japan,2023-06-11,94.2,103.76,10.41,32.09,2.79,174.78,-6.77,17.99,11.94
London,UK,2023-04-19,62.95,42.67,21.85,44.87,0.61,37.97,26.21,78.88,13.92
Mumbai,India,2023-09-10,106.78,191.57,26.58,16.41,1.66,188.93,-5.61,98.11,0.78
London,UK,2023-10-04,63.76,113.27,42.35,39.4,6.99,117.16,16.19,94.64,14.92
Mexico City,Mexico,2023-03-11,144.58,122.06,36.18,19.76,6.15,89.16,19.3,96.67,1.81
Cairo,Egypt,2023-10-04,60.41,117.67,26.45,37.02,0.87,56.42,-8.92,91.2,3.22
Dubai,UAE,2023-01-07,13.19,47.5,31.57,23.05,8.72,148.9,19.58,54.1,13.86
Dubai,UAE,2023-04-26,13.74,66.4,63.5,22.8,7.78,175.97,-5.23,15.58,1.59
Seoul,South Korea,2023-04-07,50.1,136.9,80.72,39.78,5.31,83.37,-7.9,59.97,11.53
Sydney,Australia,2023-05-03,8.32,17.58,76.84,45.81,7.15,169.39,19.73,92.27,6.69
Dubai,UAE,2023-07-19,128.13,63.87,61.07,14.19,3.49,32.68,7.21,66.27,10.46
London,UK,2023-07-08,73.98,117.84,96.68,9.2,5.99,177.38,34.41,83.77,1.59
London,UK,2023-07-11,90.47,39.58,51.86,42.62,0.51,88.48,15.14,54.04,4.11
Cairo,Egypt,2023-11-25,25.77,167.12,35.52,8.02,9.59,183.76,-2.69,24.27,2.98
Bangkok,Thailand,2023-01-02,87.48,190.14,71.01,21.82,5.2,47.61,5.77,59.02,14.52
Paris,France,2023-06-18,13.81,46.51,46.33,42.86,7.6,187.7,20.62,41.29,7.15
Johannesburg,South Africa,2023-04-19,100.02,74.04,15.16,21.91,9.93,186.28,25.24,24.77,15.61
Mexico City,Mexico,2023-04-24,11.23,13.1,11.99,31.45,0.72,162.6,-8.24,71.79,15.05
New York,USA,2023-08-16,74.57,30.4,79.01,28.2,4.66,148.55,35.82,50.31,3.57
Cairo,Egypt,2023-02-12,5.19,29.39,37.92,39.52,8.19,10.97,15.83,85.27,10.6
Toronto,Canada,2023-02-03,17.59,133.29,86.43,48.71,2.14,64.14,25.75,80.3,2.53
Los Angeles,USA,2023-03-24,124.6,149.63,26.55,39.51,1.37,63.56,23.77,50.16,6.13
Moscow,Russia,2023-03-02,45.43,61.91,22.33,2.44,7.96,139.0,7.76,71.9,16.32
Dubai,UAE,2023-12-25,120.31,159.1,59.23,43.28,4.46,78.67,11.92,60.31,0.81
Cairo,Egypt,2023-02-06,73.96,136.78,87.93,37.49,9.84,58.96,-0.74,53.7,10.75
London,UK,2023-04-02,80.17,54.32,25.89,17.14,9.12,109.15,29.0,68.41,13.84
Dubai,UAE,2023-06-28,45.35,144.44,94.15,11.72,9.99,33.61,-4.71,22.73,4.35
Paris,France,2023-10-27,94.67,157.82,92.73,17.7,6.92,70.57,33.31,88.85,6.1
Mumbai,India,2023-07-05,125.34,83.04,72.73,24.92,9.15,88.8,-9.91,38.79,18.59
Bangkok,Thailand,2023-04-12,9.56,199.89,18.25,22.45,5.99,43.66,-2.63,40.15,4.31
Paris,France,2023-07-14,98.78,15.87,98.24,46.78,8.16,66.72,1.78,72.86,1.92
Rio de Janeiro,Brazil,2023-12-17,8.24,128.84,70.05,35.34,8.66,130.92,-2.62,35.37,3.34
Madrid,Spain,2023-10-26,63.85,87.95,40.65,37.31,1.35,31.0,-3.01,39.97,13.93
Berlin,Germany,2023-04-21,139.38,85.44,34.41,2.74,4.76,176.79,22.57,46.73,6.24
Los Angeles,USA,2023-06-09,132.92,19.06,59.2,4.44,5.54,108.32,11.4,61.73,2.33
Moscow,Russia,2023-10-15,149.1,62.08,53.38,39.93,6.94,52.36,-2.71,45.87,4.5
Johannesburg,South Africa,2023-10-18,138.56,138.33,89.22,13.98,5.04,91.35,21.67,28.39,17.48
Cairo,Egypt,2023-05-06,98.0,106.13,99.57,19.98,0.15,101.39,-6.13,43.08,8.35
Moscow,Russia,2023-11-27,25.41,52.73,74.73,34.71,3.98,197.59,-4.56,54.1,13.15
London,UK,2023-08-04,138.18,67.63,30.45,8.73,0.77,95.48,12.72,44.64,8.78
Mumbai,India,2023-10-10,20.96,55.43,63.78,45.69,5.97,59.59,6.17,11.08,10.27
Tokyo,Japan,2023-02-08,62.27,99.31,58.16,21.93,2.33,29.86,8.42,99.71,10.55
Dubai,UAE,2023-06-02,141.71,188.77,92.32,31.0,0.26,199.19,11.58,89.79,16.89
London,UK,2023-11-27,108.28,68.44,99.78,47.7,6.44,126.01,32.59,60.82,2.73
Paris,France,2023-11-21,69.44,27.57,16.47,8.22,8.7,15.62,-4.76,69.95,13.05
Istanbul,Turkey,2023-06-16,13.25,80.33,28.38,25.97,7.1,97.1,4.16,77.5,3.71
Beijing,China,2023-05-13,67.76,45.49,5.47,39.0,8.04,107.79,-8.67,10.22,18.04
Berlin,Germany,2023-04-05,24.85,150.83,61.61,9.98,5.32,14.04,-7.41,48.42,19.16
Berlin,Germany,2023-05-28,82.87,59.21,47.58,30.44,1.35,92.48,19.14,44.45,13.46
Istanbul,Turkey,2023-07-18,73.76,121.65,40.59,49.31,8.71,95.57,23.62,29.81,2.02
Istanbul,Turkey,2023-10-20,136.64,99.21,8.75,35.4,9.59,156.97,33.35,74.51,3.52
Istanbul,Turkey,2023-02-08,123.15,52.9,67.59,33.77,7.21,84.81,11.52,93.08,15.5
Mumbai,India,2023-01-02,55.02,127.64,68.08,16.35,8.98,190.86,25.35,73.83,19.22
Moscow,Russia,2023-05-12,40.69,116.05,32.48,13.42,4.04,24.31,5.04,47.3,8.5
Mumbai,India,2023-11-17,130.65,33.05,6.74,1.4,5.59,19.51,-7.43,63.32,13.4
Bangkok,Thailand,2023-11-12,48.01,18.5,9.52,41.52,2.18,181.47,33.7,54.58,2.1
Toronto,Canada,2023-07-04,141.93,194.93,56.06,19.56,9.0,14.64,-1.08,99.51,3.06
Madrid,Spain,2023-03-13,96.92,78.58,23.37,27.36,5.5,194.16,34.74,73.27,3.93
Dubai,UAE,2023-07-02,46.93,33.88,58.73,2.61,2.56,88.36,-4.12,66.87,16.47
Paris,France,2023-12-16,39.75,32.06,59.24,2.77,5.71,123.19,31.33,61.98,2.62
Mexico City,Mexico,2023-01-20,62.78,159.32,11.88,15.48,4.99,85.99,21.66,34.29,16.84
New York,USA,2023-01-05,94.59,32.59,82.94,44.55,8.42,48.51,30.44,78.0,10.96
Los Angeles,USA,2023-05-05,22.45,122.8,95.64,42.75,9.11,140.66,17.66,37.29,2.59
Tokyo,Japan,2023-12-25,27.86,53.14,16.42,18.9,0.67,43.53,21.53,50.67,15.88
London,UK,2023-12-21,80.66,60.54,82.05,40.29,6.77,194.47,3.62,30.5,18.29
Rio de Janeiro,Brazil,2023-12-13,66.05,78.84,19.36,24.07,2.58,99.61,24.6,74.61,16.65
Beijing,China,2023-10-22,114.7,15.55,91.39,9.81,5.09,24.52,17.53,67.26,4.81
Beijing,China,2023-12-17,112.0,114.13,60.26,8.23,3.72,32.83,-6.56,92.62,17.95
London,UK,2023-10-10,15.92,96.73,51.13,37.64,5.08,25.37,25.26,41.46,10.53
Sydney,Australia,2023-03-11,106.84,127.21,63.45,14.59,2.44,37.31,-4.82,55.68,8.32
London,UK,2023-12-02,94.35,79.11,17.49,1.34,0.91,164.75,28.22,62.34,18.15
Rio de Janeiro,Brazil,2023-02-05,86.53,56.27,68.19,15.31,3.56,43.68,0.09,30.55,9.53
London,UK,2023-12-08,127.34,16.34,68.42,9.2,8.23,191.92,-4.56,30.73,12.22
Moscow,Russia,2023-03-03,88.01,120.73,84.37,36.29,0.77,75.4,4.88,98.84,6.33
New York,USA,2023-01-23,74.35,32.48,9.58,21.88,5.58,142.96,34.42,50.69,11.7
Tokyo,Japan,2023-06-04,18.18,136.0,11.25,16.32,3.93,33.75,29.47,69.55,2.38
Johannesburg,South Africa,2023-10-14,67.88,49.02,85.44,39.97,3.82,149.61,20.14,39.65,15.21
Johannesburg,South Africa,2023-11-27,144.85,96.08,82.67,37.03,9.58,177.87,21.22,81.32,5.4
Mumbai,India,2023-12-04,106.01,77.65,15.49,1.59,5.11,179.0,17.06,44.88,2.46
Istanbul,Turkey,2023-02-10,140.28,15.2,60.45,17.98,4.18,47.12,-2.73,24.39,12.87
Seoul,South Korea,2023-11-16,87.71,85.67,79.71,12.57,9.13,196.33,7.79,14.76,11.61
London,UK,2023-12-11,144.38,53.98,22.01,25.07,8.39,33.31,38.52,98.19,6.07
Madrid,Spain,2023-09-20,5.03,105.21,90.71,43.67,4.03,39.89,37.22,68.2,7.61
Paris,France,2023-05-07,84.42,48.32,69.99,32.54,8.03,137.38,35.24,84.97,7.69
Sydney,Australia,2023-05-21,63.2,41.15,95.17,21.94,9.98,142.84,20.04,25.07,0.98
Dubai,UAE,2023-10-22,27.02,69.04,48.82,21.6,0.88,91.23,10.96,17.07,15.29
Madrid,Spain,2023-09-28,44.12,193.97,65.94,44.84,6.32,86.41,-7.32,89.99,18.89
Tokyo,Japan,2023-12-06,102.0,72.77,64.74,30.05,8.35,149.71,28.97,33.78,7.28
Dubai,UAE,2023-01-18,66.64,195.54,62.96,46.74,1.28,185.43,15.98,35.02,16.31
New York,USA,2023-05-07,112.59,113.09,83.47,34.74,9.1,97.85,13.33,75.13,16.39
Sydney,Australia,2023-02-27,82.41,48.82,62.33,44.2,4.06,43.67,-7.28,42.04,5.12
Mumbai,India,2023-11-12,59.86,94.27,61.97,5.51,0.17,175.07,2.81,90.92,7.72
Moscow,Russia,2023-05-11,72.86,109.8,70.61,1.98,2.18,119.96,-7.35,40.31,19.4
Paris,France,2023-10-04,34.2,105.34,39.63,42.05,6.27,112.29,32.15,54.57,9.0
New York,USA,2023-11-25,110.87,61.27,14.89,28.33,0.5,130.29,5.84,82.17,6.25
Toronto,Canada,2023-11-15,12.26,188.65,54.16,35.75,6.38,36.28,12.31,18.27,17.6
Sydney,Australia,2023-10-07,147.47,94.91,27.26,12.7,6.47,147.06,39.12,18.96,12.99
Mumbai,India,2023-05-19,44.6,155.52,82.8,17.21,4.77,100.32,4.03,34.69,0.63
Rio de Janeiro,Brazil,2023-04-07,15.97,90.92,61.79,37.39,7.85,35.04,9.49,63.18,5.87
Berlin,Germany,2023-07-06,119.38,17.74,67.32,12.8,3.91,184.48,11.79,10.44,12.45
Dubai,UAE,2023-08-17,32.74,129.01,60.33,5.03,9.16,119.22,-2.92,88.7,9.08
London,UK,2023-04-15,121.69,63.35,97.69,29.05,1.03,43.65,33.06,64.62,19.5
Tokyo,Japan,2023-02-20,87.59,148.57,50.29,49.48,2.6,135.57,29.46,80.45,15.38
Mexico City,Mexico,2023-10-05,65.63,101.59,81.41,36.36,5.46,141.35,9.3,53.22,18.04
Rio de Janeiro,Brazil,2023-10-24,26.99,50.31,31.69,4.2,1.1,23.79,4.86,96.29,12.09
Moscow,Russia,2023-02-11,10.86,18.8,55.34,43.53,7.86,167.39,27.05,23.56,13.59
Toronto,Canada,2023-02-21,49.22,62.88,20.65,45.58,4.12,154.41,16.7,96.47,17.75
Rio de Janeiro,Brazil,2023-05-23,31.8,170.46,73.61,18.48,7.49,105.24,20.3,34.21,3.84
Cairo,Egypt,2023-01-08,81.92,26.5,30.13,14.79,0.13,99.83,31.5,61.23,5.79
Tokyo,Japan,2023-12-22,18.68,65.8,21.47,29.86,8.61,193.15,1.15,32.72,15.73
Berlin,Germany,2023-05-03,67.62,118.83,65.68,35.42,2.66,39.02,38.9,14.76,8.52
Paris,France,2023-05-05,22.29,106.4,73.11,14.85,1.11,115.54,27.31,99.62,17.51
Tokyo,Japan,2023-05-26,10.59,102.29,71.92,4.86,6.1,82.27,38.43,26.75,11.46
Tokyo,Japan,2023-01-24,43.9,151.82,46.85,26.62,4.28,13.33,12.42,32.76,4.99
Seoul,South Korea,2023-04-10,20.94,54.55,31.9,47.79,0.23,48.57,16.84,52.02,17.34
Toronto,Canada,2023-06-07,30.32,161.78,7.16,33.14,4.39,60.5,-2.75,14.52,7.21
Los Angeles,USA,2023-02-03,117.63,120.08,41.16,5.44,2.75,104.8,-2.45,84.22,9.04
Sydney,Australia,2023-04-10,122.47,82.96,94.24,21.27,6.48,39.75,13.07,47.62,16.9
Cairo,Egypt,2023-02-21,107.37,187.83,80.4,41.75,3.34,51.7,-0.14,85.61,9.04
Tokyo,Japan,2023-04-04,43.17,184.79,57.1,36.42,6.49,48.54,9.73,93.66,17.62
Berlin,Germany,2023-02-02,148.77,170.87,36.14,39.77,3.64,147.78,-3.58,14.54,2.22
Seoul,South Korea,2023-12-03,112.85,47.94,65.55,11.77,2.31,58.5,14.04,65.39,2.55
Madrid,Spain,2023-05-04,83.71,167.6,40.13,18.78,4.98,150.81,-0.04,86.49,9.8
Sydney,Australia,2023-01-08,57.41,103.91,95.16,35.82,1.55,109.62,-4.52,35.3,8.84
Tokyo,Japan,2023-05-27,92.02,103.05,89.36,19.61,5.13,54.26,-2.03,45.56,4.73
Bangkok,Thailand,2023-02-28,104.2,47.62,69.49,36.15,9.86,110.8,0.44,85.13,9.93
Johannesburg,South Africa,2023-01-16,6.01,144.42,80.91,4.12,0.94,25.33,5.5,12.56,12.34
Cairo,Egypt,2023-06-22,127.58,75.95,65.1,33.38,7.04,147.44,29.84,64.99,5.83
Sydney,Australia,2023-05-18,77.05,123.17,84.76,6.17,3.34,80.72,-2.3,60.38,19.35
Madrid,Spain,2023-11-26,134.54,66.68,62.48,31.9,4.91,20.33,-2.99,92.48,1.1
Seoul,South Korea,2023-11-15,8.94,155.96,53.07,16.92,4.66,19.85,21.75,60.4,8.96
Paris,France,2023-08-19,75.27,147.72,65.4,13.32,3.62,115.31,11.88,97.64,2.97
Istanbul,Turkey,2023-01-14,104.21,127.97,13.01,25.42,9.86,80.66,34.1,13.62,0.81
Mexico City,Mexico,2023-01-20,126.71,87.24,49.48,10.18,8.27,108.57,9.97,45.42,1.79
Bangkok,Thailand,2023-07-26,98.16,30.57,93.4,23.03,5.76,40.16,8.81,96.5,17.18
London,UK,2023-09-20,117.6,193.45,92.99,23.32,5.13,193.14,33.39,20.62,11.57
Cairo,Egypt,2023-02-21,125.44,139.32,12.97,26.31,5.91,181.38,1.39,82.08,7.08
Rio de Janeiro,Brazil,2023-04-24,106.73,172.6,30.54,9.45,7.52,185.14,12.0,10.71,12.8
Los Angeles,USA,2023-11-13,82.21,189.65,31.74,22.43,8.88,13.04,-0.8,89.13,1.04
Paris,France,2023-07-21,32.98,67.96,33.03,36.84,9.35,191.14,8.61,65.64,1.54
Mumbai,India,2023-05-19,45.85,63.62,33.68,30.63,0.58,136.72,31.74,75.76,9.58
Istanbul,Turkey,2023-01-03,110.03,61.43,6.22,43.0,7.13,144.42,29.1,98.96,14.64
Moscow,Russia,2023-07-07,39.47,70.49,52.77,17.2,6.44,40.65,28.64,46.74,4.08
Istanbul,Turkey,2023-06-19,83.23,19.11,79.84,45.44,3.71,190.6,31.69,59.66,2.18
London,UK,2023-11-06,39.17,179.37,43.28,20.41,3.59,91.71,24.12,13.76,6.77
Cairo,Egypt,2023-02-06,48.81,34.52,34.54,31.22,0.68,197.29,-3.93,97.25,0.71
Rio de Janeiro,Brazil,2023-12-03,94.03,192.45,72.42,27.54,6.28,163.12,28.16,78.72,5.66
Sydney,Australia,2023-11-02,99.16,123.33,15.35,26.92,0.99,19.34,-2.16,54.4,7.46
Rio de Janeiro,Brazil,2023-09-23,42.92,197.27,77.59,29.04,5.08,94.27,17.64,79.78,12.7
Seoul,South Korea,2023-12-13,29.79,153.27,20.5,26.29,9.85,185.72,-4.38,93.67,7.58
New York,USA,2023-07-09,37.36,10.23,29.09,16.49,1.57,139.27,-5.51,96.94,4.37
Berlin,Germany,2023-11-13,94.89,27.79,57.49,18.01,5.75,172.77,18.93,54.59,13.26
Mexico City,Mexico,2023-10-05,43.08,178.74,71.69,13.2,0.92,152.27,23.29,25.0,7.94
Cairo,Egypt,2023-01-28,48.77,45.18,62.13,46.12,9.04,42.2,-3.61,80.84,8.51
Dubai,UAE,2023-07-24,44.51,24.71,25.86,42.99,1.77,99.53,32.78,16.43,5.11
Paris,France,2023-06-11,108.31,160.35,11.73,39.77,6.79,160.26,36.2,94.14,7.05
Toronto,Canada,2023-12-03,68.16,42.51,62.27,13.19,6.81,125.14,25.55,91.51,19.1
Mumbai,India,2023-11-17,138.25,182.7,27.58,48.41,0.49,129.12,30.65,24.29,1.85
Istanbul,Turkey,2023-10-18,45.74,60.76,57.41,27.42,4.04,33.26,33.23,96.97,9.69
Tokyo,Japan,2023-06-24,120.05,129.46,46.18,15.88,4.32,123.02,25.29,78.69,18.52
Moscow,Russia,2023-06-23,89.99,26.89,17.97,7.93,4.3,182.76,26.92,40.62,5.34
Johannesburg,South Africa,2023-03-21,105.06,198.84,11.18,28.59,3.9,153.69,10.85,46.58,19.4
Istanbul,Turkey,2023-07-17,69.34,68.54,71.54,6.63,1.15,110.92,6.59,95.93,1.03
Bangkok,Thailand,2023-03-04,39.69,118.92,24.82,10.74,0.44,198.62,5.64,15.74,18.43
Los Angeles,USA,2023-10-27,6.91,62.39,19.26,46.12,4.21,131.74,-1.16,53.69,19.76
Beijing,China,2023-12-06,92.15,169.9,21.33,19.19,0.56,190.17,36.82,15.56,12.51
Los Angeles,USA,2023-04-26,147.65,162.27,52.95,22.5,1.38,12.56,26.93,15.33,1.97
Rio de Janeiro,Brazil,2023-09-13,74.05,152.68,23.53,9.78,7.69,76.94,39.28,15.07,8.56
Rio de Janeiro,Brazil,2023-06-04,38.22,126.26,52.48,8.4,7.13,166.84,9.67,56.32,13.81
London,UK,2023-11-16,122.91,26.99,89.1,41.45,5.42,58.84,9.64,89.91,8.08
Johannesburg,South Africa,2023-08-06,139.72,167.33,44.85,11.49,8.03,19.48,39.45,76.3,12.61
Istanbul,Turkey,2023-09-18,112.56,32.91,5.51,15.8,0.14,143.02,17.41,12.26,14.16
Mexico City,Mexico,2023-09-23,109.91,157.33,89.1,22.6,5.41,117.63,16.16,11.49,5.8
