Emoji,Context,Platform,User Age,User Gender
😂,love,Twitter,56,Male
😏,sad,WhatsApp,14,Male
😭,funny,WhatsApp,53,Female
👍,funny,WhatsApp,54,Male
👍,sad,Instagram,30,Male
❤️,cool,WhatsApp,49,Male
😂,sad,TikTok,44,Male
🥰,love,Snapchat,52,Female
🎉,angry,TikTok,21,Male
🙌,confusion,Twitter,24,Male
😔,support,Facebook,24,Female
🙌,support,Snapchat,60,Male
😢,support,Instagram,30,Female
😉,love,Twitter,57,Female
😂,love,Facebook,50,Female
🙏,cool,Twitter,64,Male
😳,surprise,Facebook,64,Male
😉,funny,Snapchat,18,Male
💔,support,WhatsApp,14,Female
🙏,support,TikTok,27,Male
😔,sad,WhatsApp,21,Female
🤣,sad,TikTok,15,Female
😔,cool,Snapchat,29,Female
🤣,happy,WhatsApp,32,Female
😡,cool,Snapchat,34,Female
🥰,love,Facebook,60,Female
🤣,sad,Snapchat,61,Male
😡,angry,TikTok,44,Female
💔,angry,Instagram,22,Male
💔,sad,Twitter,19,Male
😘,sad,Facebook,45,Female
👏,sad,WhatsApp,14,Female
🤣,angry,Snapchat,56,Male
👏,surprise,Facebook,64,Male
👏,confusion,TikTok,42,Male
😏,sad,Twitter,41,Female
😉,happy,Instagram,43,Male
😅,love,WhatsApp,19,Male
😅,happy,Facebook,46,Female
😊,sad,WhatsApp,51,Female
🤪,confusion,TikTok,13,Male
😡,happy,Facebook,33,Female
😎,support,Instagram,58,Male
😍,celebration,Facebook,46,Female
🙏,surprise,Twitter,14,Male
👍,support,TikTok,51,Female
😎,surprise,WhatsApp,31,Female
🎉,love,Snapchat,28,Female
👍,confusion,Facebook,31,Male
😇,happy,Facebook,46,Female
😘,sad,Twitter,15,Male
😇,cool,Facebook,51,Male
😳,love,Twitter,14,Female
🥰,surprise,TikTok,55,Female
🤣,happy,Facebook,40,Female
😡,happy,Snapchat,28,Female
😢,surprise,Facebook,17,Male
🤔,cool,Twitter,48,Male
💕,funny,Twitter,24,Male
😏,sad,TikTok,16,Male
❤️,confusion,TikTok,24,Female
👍,support,Snapchat,63,Male
👏,support,Snapchat,40,Male
😭,surprise,Snapchat,57,Male
🥰,angry,Facebook,43,Male
🤣,confusion,WhatsApp,54,Male
🙌,angry,Snapchat,63,Female
👏,sad,TikTok,43,Male
😉,cool,WhatsApp,60,Female
😭,surprise,Snapchat,59,Male
😘,confusion,Snapchat,27,Male
😉,happy,Instagram,50,Male
🤗,cool,Instagram,27,Female
😔,confusion,Snapchat,61,Female
💕,love,Instagram,20,Female
😭,happy,TikTok,39,Male
🥰,celebration,Instagram,30,Male
🤪,sad,Twitter,45,Male
🙏,love,TikTok,41,Female
💕,support,Instagram,55,Female
🤣,love,WhatsApp,51,Male
😭,cool,Snapchat,44,Female
😜,celebration,Snapchat,46,Male
👏,confusion,WhatsApp,15,Female
🙌,sad,Facebook,25,Male
😇,sad,Snapchat,57,Male
😜,surprise,Facebook,59,Female
🤪,support,Instagram,17,Male
😏,angry,Instagram,57,Male
🎉,celebration,Snapchat,40,Male
😇,celebration,TikTok,31,Female
👏,happy,Facebook,35,Male
❤️,sad,Twitter,44,Female
🤔,cool,TikTok,57,Female
😢,celebration,Snapchat,41,Male
😅,confusion,Snapchat,13,Male
😅,sad,Instagram,23,Female
🤔,angry,WhatsApp,22,Female
👍,confusion,WhatsApp,35,Male
😳,support,Facebook,49,Male
❤️,happy,TikTok,19,Male
😅,cool,Twitter,29,Female
😳,celebration,TikTok,63,Male
😂,celebration,Instagram,57,Male
😏,cool,Twitter,31,Female
😇,confusion,Twitter,49,Male
👍,confusion,WhatsApp,20,Male
🤔,cool,Facebook,25,Male
🥰,surprise,WhatsApp,56,Male
😘,love,Twitter,50,Male
🙄,confusion,Instagram,15,Female
🤪,support,Facebook,18,Male
😉,cool,Snapchat,53,Male
👏,surprise,Twitter,46,Female
🤗,cool,Twitter,62,Male
😂,celebration,Twitter,24,Male
💔,surprise,Facebook,23,Female
🎉,funny,Twitter,23,Female
😭,cool,Twitter,53,Male
😍,cool,Twitter,48,Male
💕,sad,Twitter,62,Male
🤣,happy,Snapchat,25,Female
😔,celebration,Facebook,54,Female
🙄,surprise,TikTok,48,Female
🙄,surprise,WhatsApp,24,Female
👏,support,TikTok,40,Female
👏,funny,Instagram,29,Female
🙏,sad,Facebook,13,Female
🤔,happy,WhatsApp,41,Female
🤔,confusion,WhatsApp,61,Female
😔,angry,WhatsApp,61,Female
🥰,celebration,WhatsApp,60,Male
💔,confusion,Instagram,25,Female
💕,love,WhatsApp,50,Male
😎,confusion,Snapchat,36,Female
😉,love,Instagram,51,Female
😅,funny,TikTok,47,Female
😊,angry,TikTok,14,Female
🥰,angry,Twitter,59,Male
😘,funny,Twitter,16,Male
👍,happy,Instagram,53,Male
😡,sad,WhatsApp,25,Female
😂,funny,Instagram,34,Female
😭,cool,Facebook,13,Female
🙏,happy,TikTok,32,Male
💕,cool,WhatsApp,45,Female
😏,cool,Snapchat,58,Male
🤪,celebration,Instagram,13,Male
🤩,confusion,TikTok,31,Female
👍,happy,TikTok,30,Female
🤗,support,Snapchat,38,Male
😎,funny,Facebook,62,Male
😂,angry,Snapchat,18,Female
🙄,support,Facebook,21,Female
😜,celebration,Instagram,15,Male
🎉,surprise,Facebook,51,Female
😡,support,Twitter,20,Male
🤩,cool,Facebook,46,Male
😭,love,Instagram,61,Male
❤️,funny,Facebook,35,Female
😎,confusion,Snapchat,22,Male
🤔,cool,Snapchat,50,Female
😜,angry,Facebook,32,Male
😭,angry,Twitter,47,Male
🥰,celebration,Snapchat,31,Female
🤩,angry,Snapchat,18,Male
🥰,love,Twitter,20,Male
🤪,sad,WhatsApp,31,Male
🤔,celebration,WhatsApp,22,Male
😢,sad,TikTok,29,Male
😉,surprise,WhatsApp,14,Male
😢,cool,Twitter,43,Male
😳,confusion,Twitter,38,Female
🙄,love,Snapchat,50,Male
😭,love,Twitter,26,Female
😊,happy,Twitter,38,Male
🤔,happy,Instagram,44,Male
💕,surprise,Snapchat,17,Female
😅,confusion,Facebook,47,Male
🙄,celebration,TikTok,21,Female
💕,support,Twitter,13,Female
😊,funny,WhatsApp,24,Female
🤔,cool,WhatsApp,30,Female
😍,confusion,TikTok,54,Female
👍,celebration,Twitter,52,Male
😇,angry,Twitter,60,Male
💔,celebration,TikTok,24,Male
👍,happy,Facebook,42,Female
😢,support,Facebook,46,Female
👍,celebration,WhatsApp,50,Female
😭,support,WhatsApp,50,Female
👍,support,Facebook,60,Female
😇,love,TikTok,30,Female
😢,happy,TikTok,51,Female
😅,sad,WhatsApp,38,Female
😉,happy,TikTok,19,Male
😊,celebration,Instagram,55,Male
🙄,confusion,TikTok,53,Female
😘,happy,Facebook,35,Male
🥰,confusion,Twitter,15,Female
🙄,happy,Instagram,49,Female
👏,sad,Twitter,31,Female
😡,funny,TikTok,41,Male
😳,funny,WhatsApp,15,Male
🤪,confusion,Twitter,14,Male
🤣,celebration,WhatsApp,31,Male
🙄,surprise,Snapchat,31,Female
😎,sad,WhatsApp,57,Female
🤩,confusion,WhatsApp,15,Female
😡,confusion,Twitter,33,Male
💔,funny,WhatsApp,28,Female
😍,celebration,TikTok,40,Male
😡,angry,Snapchat,36,Male
😍,love,WhatsApp,22,Male
🤪,funny,TikTok,64,Female
🙌,funny,WhatsApp,33,Male
😔,funny,TikTok,21,Male
😡,angry,Facebook,39,Female
🤗,confusion,Instagram,17,Female
😳,angry,Facebook,56,Male
😜,funny,Snapchat,48,Female
👍,cool,Instagram,22,Female
💔,surprise,Snapchat,23,Male
❤️,love,WhatsApp,37,Female
😊,cool,Instagram,54,Male
😊,confusion,Twitter,31,Female
🎉,support,TikTok,30,Male
😇,angry,WhatsApp,39,Female
🤗,cool,Instagram,48,Female
👏,confusion,Snapchat,33,Male
😎,support,Facebook,37,Male
😍,angry,TikTok,54,Male
😳,surprise,Twitter,51,Female
😇,funny,TikTok,16,Female
😜,angry,Instagram,44,Male
😘,sad,Snapchat,43,Male
😊,angry,Twitter,18,Male
👏,confusion,TikTok,62,Female
😘,confusion,TikTok,51,Female
💕,support,WhatsApp,35,Male
🎉,love,WhatsApp,56,Male
🤩,sad,Twitter,42,Male
😜,happy,Instagram,55,Male
👍,cool,TikTok,60,Male
😎,celebration,TikTok,60,Male
💕,funny,Facebook,54,Male
😜,support,WhatsApp,42,Female
🤔,surprise,WhatsApp,18,Male
😡,cool,Snapchat,58,Male
👏,happy,Facebook,57,Female
😂,cool,Facebook,25,Female
💕,support,Facebook,61,Female
🤗,angry,Facebook,57,Male
💕,cool,WhatsApp,21,Male
🤪,celebration,WhatsApp,27,Male
😍,confusion,Facebook,53,Male
😏,angry,WhatsApp,31,Male
😎,surprise,Instagram,42,Female
😜,funny,WhatsApp,55,Male
😂,angry,Instagram,51,Male
😘,cool,WhatsApp,39,Female
😉,love,Snapchat,31,Female
🎉,love,WhatsApp,23,Female
😅,surprise,TikTok,38,Male
😊,confusion,Snapchat,15,Male
😊,cool,Twitter,43,Male
😜,surprise,Instagram,47,Male
🙏,celebration,Instagram,38,Male
😢,celebration,TikTok,19,Female
😅,confusion,Snapchat,52,Female
😜,angry,Snapchat,60,Male
🤪,cool,WhatsApp,47,Female
😏,love,Instagram,16,Female
😍,surprise,Snapchat,25,Male
🤣,love,WhatsApp,29,Female
🥰,confusion,WhatsApp,33,Male
🤩,celebration,TikTok,46,Male
😜,love,TikTok,24,Female
😊,sad,Facebook,62,Male
😭,funny,Facebook,41,Male
😅,happy,TikTok,38,Female
🤪,surprise,Twitter,52,Female
🤣,confusion,Instagram,32,Male
👍,angry,TikTok,51,Male
😢,confusion,Snapchat,41,Male
😔,love,Instagram,55,Male
🤣,happy,WhatsApp,43,Male
🤩,sad,Snapchat,24,Female
🤣,support,Facebook,25,Male
💕,cool,Snapchat,57,Male
😍,celebration,Facebook,45,Female
🙏,support,WhatsApp,40,Male
😇,love,Twitter,57,Male
🙌,funny,TikTok,60,Male
💔,funny,TikTok,59,Female
🤣,love,Facebook,59,Female
🤣,celebration,TikTok,30,Male
😭,surprise,Facebook,27,Female
💔,surprise,Twitter,60,Female
😜,funny,Twitter,16,Male
😍,angry,Snapchat,62,Female
🤔,angry,TikTok,14,Male
😭,sad,WhatsApp,27,Male
😅,cool,Instagram,50,Female
😔,surprise,Facebook,16,Male
💔,surprise,WhatsApp,39,Male
🤔,angry,WhatsApp,50,Male
🤗,happy,TikTok,29,Male
🙏,happy,TikTok,37,Female
🙄,happy,WhatsApp,20,Male
🥰,angry,WhatsApp,61,Female
😉,love,WhatsApp,23,Male
🙄,happy,Snapchat,54,Male
👏,angry,Snapchat,40,Female
❤️,angry,Twitter,31,Female
💕,happy,Snapchat,20,Male
😡,surprise,Facebook,27,Male
🙏,sad,Facebook,24,Male
🥰,happy,Snapchat,46,Male
😅,love,WhatsApp,53,Female
😭,surprise,Twitter,24,Female
🤪,funny,Twitter,28,Male
😊,angry,TikTok,26,Female
😜,angry,Snapchat,27,Male
👍,confusion,TikTok,15,Male
😡,celebration,Instagram,51,Male
💔,angry,Snapchat,28,Female
😍,confusion,WhatsApp,26,Male
😘,sad,WhatsApp,53,Male
🤪,happy,Snapchat,54,Male
😂,love,Instagram,23,Female
🎉,celebration,WhatsApp,45,Female
😡,sad,Facebook,59,Female
🙄,celebration,Facebook,52,Male
🤗,surprise,Facebook,52,Male
😊,sad,Facebook,34,Female
😏,cool,WhatsApp,59,Male
😂,celebration,Twitter,34,Female
😳,surprise,WhatsApp,34,Male
💔,cool,Twitter,53,Male
🤩,sad,Instagram,52,Male
😇,confusion,Instagram,33,Male
😇,celebration,WhatsApp,62,Male
😡,celebration,Twitter,25,Female
😔,angry,TikTok,61,Male
🙌,sad,WhatsApp,28,Female
😜,cool,WhatsApp,55,Female
🙏,confusion,Twitter,52,Female
❤️,cool,TikTok,56,Female
😳,funny,Snapchat,16,Female
😍,angry,Instagram,25,Female
❤️,happy,TikTok,18,Female
🤪,celebration,TikTok,55,Male
😔,confusion,Instagram,51,Female
😍,happy,Instagram,60,Male
😢,celebration,Instagram,37,Female
😅,love,TikTok,48,Female
😘,confusion,TikTok,44,Female
😉,cool,Instagram,32,Male
💔,cool,WhatsApp,64,Male
😭,sad,WhatsApp,40,Male
😎,support,WhatsApp,29,Male
🤪,happy,Snapchat,24,Female
😊,celebration,Snapchat,53,Male
💕,cool,Snapchat,37,Male
😡,happy,Twitter,61,Female
🎉,celebration,Facebook,57,Male
😳,funny,WhatsApp,56,Male
🙌,surprise,WhatsApp,32,Female
🙏,funny,TikTok,59,Male
🙄,cool,Twitter,33,Male
😔,confusion,TikTok,53,Male
😔,happy,Twitter,18,Female
🥰,angry,TikTok,23,Female
😜,love,Instagram,64,Female
😘,funny,Twitter,35,Female
😉,love,Twitter,43,Female
❤️,confusion,Instagram,48,Female
🥰,confusion,Snapchat,52,Male
🤩,angry,Instagram,55,Male
😭,love,Instagram,30,Female
😎,cool,Instagram,16,Male
😘,cool,Twitter,61,Female
🎉,confusion,Facebook,50,Female
🎉,happy,Twitter,48,Male
🎉,love,WhatsApp,15,Female
🤗,support,Snapchat,61,Female
🙌,happy,Facebook,17,Male
🤗,celebration,WhatsApp,49,Male
🥰,sad,Twitter,33,Male
🤗,love,Facebook,62,Female
😏,surprise,Snapchat,33,Male
😅,confusion,Instagram,42,Male
🤩,cool,TikTok,28,Female
😔,love,Instagram,57,Male
😡,confusion,WhatsApp,31,Female
😳,confusion,Twitter,57,Female
❤️,funny,Twitter,49,Male
😔,happy,Snapchat,14,Male
❤️,funny,Twitter,48,Female
😂,funny,Snapchat,25,Female
👏,love,TikTok,13,Male
🙌,confusion,WhatsApp,22,Female
💕,celebration,TikTok,27,Female
😍,angry,Facebook,47,Female
😢,celebration,TikTok,27,Male
🤩,angry,WhatsApp,60,Male
💕,confusion,WhatsApp,21,Female
😊,happy,Instagram,18,Female
🎉,celebration,Twitter,55,Male
🤔,angry,TikTok,46,Male
😎,support,Snapchat,18,Female
🙄,angry,Instagram,55,Male
👍,love,Twitter,48,Female
🙄,confusion,Instagram,20,Female
😭,cool,Facebook,49,Male
🤔,support,Twitter,32,Male
🤔,support,Facebook,47,Male
🙌,surprise,TikTok,28,Female
🤗,support,Facebook,42,Female
😂,funny,Twitter,61,Male
😡,angry,Facebook,36,Female
💕,sad,Snapchat,64,Female
😘,surprise,Snapchat,42,Female
👍,confusion,WhatsApp,39,Male
😊,confusion,TikTok,20,Male
💕,happy,Instagram,35,Female
😡,confusion,WhatsApp,63,Female
😅,support,Instagram,34,Female
🙌,funny,Snapchat,50,Male
👍,happy,TikTok,18,Male
💕,support,TikTok,42,Female
💕,cool,Snapchat,41,Female
😉,surprise,Snapchat,35,Male
🤔,love,Facebook,14,Male
😭,love,Facebook,17,Male
🙏,funny,TikTok,63,Female
😜,love,Facebook,35,Male
😍,angry,Twitter,17,Male
😔,love,Facebook,59,Male
🙄,funny,Twitter,25,Male
😢,sad,Facebook,24,Male
🤪,cool,Twitter,52,Female
😂,angry,Twitter,43,Male
🙄,confusion,TikTok,57,Male
🙌,love,TikTok,36,Male
😏,angry,TikTok,27,Male
😎,support,WhatsApp,63,Female
😎,angry,WhatsApp,42,Male
😇,happy,Facebook,59,Female
😉,surprise,WhatsApp,40,Female
😉,angry,Twitter,22,Male
😎,happy,Facebook,43,Female
🙏,celebration,Twitter,20,Male
😡,confusion,TikTok,57,Female
😍,happy,Instagram,26,Male
🤪,confusion,Facebook,43,Male
😉,support,Snapchat,30,Female
💕,celebration,Instagram,16,Female
😳,cool,Twitter,27,Male
😡,cool,WhatsApp,59,Female
🤔,surprise,Facebook,37,Female
😍,cool,Facebook,29,Female
🤪,cool,Facebook,62,Male
❤️,funny,TikTok,44,Female
😉,love,WhatsApp,13,Male
😔,confusion,Facebook,49,Female
😢,confusion,Instagram,50,Female
🎉,surprise,WhatsApp,19,Female
🙄,cool,WhatsApp,64,Male
😍,celebration,Snapchat,23,Male
👏,happy,WhatsApp,17,Male
😔,cool,Instagram,42,Female
🎉,cool,Facebook,56,Female
😳,surprise,WhatsApp,62,Female
😍,sad,WhatsApp,57,Female
😔,support,Facebook,36,Male
❤️,funny,TikTok,13,Male
🙏,celebration,WhatsApp,41,Female
👍,funny,Twitter,41,Female
😜,confusion,TikTok,54,Female
💕,love,Instagram,23,Female
😡,cool,Snapchat,15,Female
💕,sad,TikTok,41,Female
🤩,support,Twitter,57,Male
😜,confusion,Instagram,33,Male
🤔,angry,WhatsApp,46,Male
😊,funny,Twitter,18,Female
🙏,sad,Instagram,24,Female
😭,sad,Twitter,30,Male
🤣,celebration,Instagram,64,Male
😉,support,Facebook,24,Male
😳,funny,Twitter,63,Female
😳,celebration,Facebook,36,Female
🤗,angry,WhatsApp,31,Male
🤩,confusion,TikTok,50,Female
😍,funny,WhatsApp,28,Female
😡,happy,Twitter,53,Male
👍,angry,Facebook,18,Male
😂,celebration,TikTok,49,Male
🙏,love,Instagram,47,Female
❤️,funny,TikTok,31,Male
🤣,surprise,WhatsApp,17,Female
🤩,support,Instagram,33,Female
😂,sad,Facebook,15,Male
😭,cool,Instagram,58,Male
🎉,love,WhatsApp,32,Male
😘,happy,WhatsApp,15,Male
🤣,support,TikTok,57,Female
😎,funny,WhatsApp,62,Female
😉,celebration,WhatsApp,60,Female
🙏,angry,Snapchat,43,Female
😉,funny,TikTok,46,Female
😘,celebration,Twitter,22,Female
😉,cool,Snapchat,24,Female
❤️,support,TikTok,19,Female
🤪,happy,Snapchat,64,Male
👏,happy,TikTok,27,Female
🙏,sad,WhatsApp,31,Male
😅,support,WhatsApp,18,Female
😊,happy,TikTok,41,Female
😭,happy,Twitter,45,Male
😉,surprise,Snapchat,60,Male
😏,cool,Facebook,15,Male
😜,support,Instagram,57,Female
😏,funny,Instagram,50,Female
💕,cool,WhatsApp,48,Male
😳,funny,TikTok,16,Female
🙌,cool,Snapchat,23,Female
😔,funny,Facebook,40,Female
👏,confusion,Twitter,42,Female
🙌,confusion,Facebook,16,Male
💕,angry,Instagram,42,Female
😉,surprise,Snapchat,17,Male
😳,surprise,Snapchat,46,Female
👏,surprise,WhatsApp,41,Male
🥰,funny,Facebook,20,Male
😳,sad,Instagram,13,Male
🤣,happy,WhatsApp,54,Female
🙌,angry,Twitter,56,Female
🤪,celebration,Snapchat,24,Male
😍,celebration,Twitter,62,Female
😭,happy,WhatsApp,64,Female
😍,angry,Instagram,24,Female
🤗,cool,Facebook,35,Female
😢,funny,Snapchat,49,Male
🙏,funny,WhatsApp,24,Male
🤔,love,TikTok,32,Female
😜,angry,Instagram,27,Male
🥰,confusion,Instagram,49,Male
🎉,love,Twitter,36,Female
😇,sad,Snapchat,59,Female
😜,cool,TikTok,50,Female
😡,cool,Instagram,31,Male
😢,sad,Twitter,43,Male
😇,celebration,WhatsApp,47,Female
💕,cool,Twitter,14,Female
😔,happy,Snapchat,50,Female
😇,sad,Instagram,28,Male
😡,cool,WhatsApp,55,Female
🤣,funny,Twitter,51,Female
😎,celebration,Instagram,63,Male
💔,cool,Snapchat,56,Male
💕,funny,Snapchat,45,Male
👍,funny,Facebook,58,Male
😊,funny,WhatsApp,44,Male
😂,celebration,Facebook,32,Female
👏,celebration,Snapchat,28,Male
💕,confusion,Instagram,55,Male
💕,surprise,TikTok,22,Female
😏,surprise,TikTok,20,Male
🙄,cool,WhatsApp,53,Female
😇,funny,Twitter,40,Male
💕,surprise,Facebook,16,Female
🤔,happy,Instagram,40,Male
😂,angry,TikTok,32,Female
🤣,love,TikTok,36,Male
💔,support,TikTok,54,Female
🙏,surprise,TikTok,56,Female
👍,confusion,Twitter,64,Female
🤪,happy,TikTok,16,Female
😭,support,WhatsApp,26,Male
💔,sad,WhatsApp,17,Female
🤔,sad,Facebook,30,Male
🤗,confusion,Instagram,21,Female
🤗,support,Instagram,35,Female
💔,confusion,TikTok,17,Female
👏,confusion,WhatsApp,17,Female
🥰,love,Snapchat,49,Female
😂,celebration,Instagram,62,Male
❤️,angry,Snapchat,36,Female
🤗,sad,TikTok,34,Female
🙄,confusion,Snapchat,38,Male
😢,angry,TikTok,40,Female
🤔,love,Twitter,50,Female
😍,confusion,Facebook,22,Female
🙄,funny,WhatsApp,57,Female
🥰,love,WhatsApp,56,Female
😜,funny,Twitter,13,Male
😜,funny,TikTok,39,Male
👏,celebration,Snapchat,20,Female
🙌,confusion,Instagram,56,Male
💕,angry,Twitter,33,Female
😏,celebration,Twitter,13,Male
😅,happy,Snapchat,39,Female
😍,funny,Instagram,32,Male
💕,support,Twitter,33,Male
😳,angry,Snapchat,18,Female
🙄,angry,TikTok,48,Female
🤩,happy,Snapchat,18,Female
🤣,cool,Snapchat,57,Female
💔,confusion,Snapchat,47,Female
🤣,support,Twitter,51,Female
🤗,surprise,WhatsApp,33,Female
😡,surprise,Twitter,34,Male
😭,support,Snapchat,41,Male
😊,support,Instagram,33,Female
😊,funny,Twitter,58,Male
😳,surprise,Instagram,57,Female
😘,celebration,Facebook,58,Female
😊,cool,Snapchat,17,Female
❤️,confusion,Twitter,42,Male
🎉,confusion,Snapchat,13,Female
😅,cool,Instagram,49,Female
🙌,funny,WhatsApp,20,Female
🤗,cool,TikTok,37,Female
🤔,surprise,WhatsApp,47,Male
😂,angry,TikTok,30,Female
😔,funny,Instagram,46,Female
😳,funny,Twitter,16,Female
😡,surprise,Snapchat,13,Female
🙌,celebration,Twitter,53,Female
🤔,funny,Instagram,27,Male
🙏,surprise,TikTok,19,Female
🤪,happy,Snapchat,35,Female
😍,happy,TikTok,18,Male
😂,funny,Instagram,17,Male
😘,support,Facebook,64,Male
😭,support,Facebook,43,Male
🤪,surprise,TikTok,32,Male
😳,happy,Twitter,52,Female
🤔,love,Twitter,28,Female
😢,confusion,WhatsApp,38,Male
😏,celebration,Facebook,46,Female
🙏,angry,Facebook,60,Male
🤩,sad,Snapchat,34,Male
😎,confusion,WhatsApp,56,Female
👍,surprise,Instagram,27,Female
😏,celebration,TikTok,63,Female
😜,celebration,Snapchat,58,Male
😅,angry,WhatsApp,14,Male
😍,angry,Snapchat,53,Female
🤔,sad,WhatsApp,63,Male
😇,confusion,Facebook,13,Male
👏,celebration,TikTok,25,Male
🤣,celebration,TikTok,53,Male
😘,confusion,Snapchat,17,Female
🤗,sad,Twitter,61,Male
😘,sad,Snapchat,19,Male
😉,sad,WhatsApp,57,Female
😅,support,Twitter,26,Female
🙄,confusion,Facebook,44,Male
😘,happy,Facebook,43,Female
😏,support,Snapchat,54,Male
😊,surprise,Twitter,20,Male
😢,angry,WhatsApp,49,Male
👍,support,Snapchat,35,Female
❤️,angry,Twitter,31,Male
😂,cool,Twitter,60,Female
👍,funny,Twitter,22,Female
👍,cool,Instagram,49,Male
😔,cool,Facebook,40,Female
😘,happy,WhatsApp,31,Male
🎉,support,Facebook,48,Male
😅,sad,Snapchat,35,Female
😅,support,WhatsApp,31,Male
🎉,happy,Twitter,57,Female
😭,angry,Facebook,62,Female
😍,happy,Twitter,55,Female
😭,celebration,Facebook,51,Male
🤔,funny,Twitter,18,Male
😎,celebration,TikTok,64,Female
😎,angry,Instagram,61,Female
😅,cool,WhatsApp,63,Female
❤️,celebration,TikTok,40,Female
🥰,confusion,Instagram,15,Male
😂,love,Instagram,27,Female
👏,surprise,Instagram,61,Female
🤩,funny,Facebook,38,Male
👏,support,WhatsApp,14,Female
😅,happy,WhatsApp,44,Female
😏,happy,Twitter,48,Male
😳,support,Facebook,34,Male
👍,funny,Twitter,45,Female
❤️,happy,Snapchat,20,Male
🤩,celebration,WhatsApp,59,Male
😡,confusion,Snapchat,23,Male
😜,love,WhatsApp,22,Male
😡,cool,Snapchat,61,Female
👏,funny,TikTok,40,Male
💔,support,Facebook,45,Male
🎉,confusion,Instagram,27,Male
🙄,support,Instagram,46,Female
😭,celebration,Instagram,20,Female
😘,sad,Twitter,50,Female
😇,sad,WhatsApp,50,Male
😊,support,Facebook,28,Male
🤩,love,Twitter,48,Female
🙄,angry,TikTok,31,Male
👏,support,Twitter,26,Male
😉,happy,TikTok,47,Female
😳,support,Snapchat,28,Male
😢,happy,Facebook,57,Male
🤪,happy,TikTok,36,Male
❤️,sad,Snapchat,44,Male
😢,happy,TikTok,55,Male
😂,love,WhatsApp,64,Female
👍,funny,Snapchat,28,Female
❤️,surprise,Twitter,51,Male
😂,love,TikTok,48,Female
🤪,angry,WhatsApp,23,Female
😏,surprise,Snapchat,54,Male
🙏,love,Snapchat,36,Female
🙏,love,Facebook,16,Female
😉,love,Facebook,58,Female
😘,surprise,Snapchat,48,Female
👍,angry,Snapchat,54,Male
😜,support,Facebook,63,Male
🤩,celebration,Snapchat,15,Male
😘,cool,Facebook,31,Male
😳,celebration,Snapchat,50,Female
😭,celebration,Twitter,48,Male
😳,cool,Snapchat,26,Male
😘,cool,TikTok,40,Male
🥰,celebration,Facebook,13,Male
❤️,love,Snapchat,36,Female
😔,happy,Facebook,35,Female
😳,funny,WhatsApp,28,Male
🥰,cool,Snapchat,35,Male
🤗,surprise,Instagram,56,Male
😔,cool,TikTok,26,Female
🎉,support,Twitter,31,Male
🙄,celebration,WhatsApp,56,Female
😂,confusion,Instagram,37,Female
💔,angry,WhatsApp,45,Male
😜,confusion,Instagram,50,Male
🤔,support,WhatsApp,42,Female
🤗,happy,WhatsApp,41,Female
🤪,love,Twitter,38,Female
😭,happy,Twitter,18,Male
🤩,cool,TikTok,52,Female
😢,cool,Facebook,50,Male
🤗,angry,WhatsApp,56,Male
😏,support,Facebook,60,Female
🥰,confusion,WhatsApp,29,Female
😭,confusion,TikTok,48,Female
🤪,happy,Snapchat,54,Female
🙌,angry,Snapchat,41,Male
😔,angry,Facebook,20,Female
🥰,celebration,Instagram,15,Female
❤️,celebration,Instagram,37,Male
🤗,celebration,Snapchat,44,Female
😇,surprise,Snapchat,22,Female
😘,sad,WhatsApp,56,Male
🤔,confusion,WhatsApp,62,Female
😡,love,Instagram,53,Male
👏,funny,Twitter,34,Female
😭,surprise,Instagram,15,Female
😭,funny,Snapchat,42,Female
💕,support,Instagram,33,Male
😳,surprise,Snapchat,64,Male
😇,love,WhatsApp,59,Male
🙏,support,TikTok,47,Male
👏,cool,Twitter,27,Male
💔,happy,Twitter,57,Female
😊,happy,TikTok,17,Female
😂,celebration,Snapchat,41,Male
😘,celebration,Twitter,48,Female
🎉,sad,Snapchat,47,Male
🥰,cool,WhatsApp,64,Male
🤔,love,Instagram,17,Female
🤣,support,TikTok,34,Female
🙌,angry,TikTok,46,Female
🤣,happy,WhatsApp,28,Female
😭,confusion,TikTok,30,Female
🙏,celebration,WhatsApp,47,Male
🤩,surprise,Instagram,47,Male
🤣,support,Twitter,49,Male
🥰,love,Snapchat,35,Female
🤩,cool,WhatsApp,25,Female
🤣,love,WhatsApp,39,Female
❤️,cool,Snapchat,61,Female
🤣,funny,Instagram,45,Male
👏,funny,Snapchat,15,Female
🤣,sad,Snapchat,45,Male
😢,confusion,WhatsApp,46,Female
💔,surprise,Snapchat,22,Male
😎,cool,Facebook,20,Female
😂,confusion,Facebook,36,Male
😭,confusion,Facebook,20,Male
😜,celebration,TikTok,24,Male
😂,support,WhatsApp,35,Female
😉,angry,WhatsApp,48,Female
😉,support,Instagram,37,Male
👍,surprise,Instagram,22,Male
🙌,love,WhatsApp,34,Female
😭,angry,Instagram,59,Male
💔,angry,Twitter,36,Male
❤️,love,TikTok,56,Male
😍,sad,Instagram,36,Female
😔,funny,WhatsApp,37,Female
😇,love,WhatsApp,19,Female
😳,celebration,WhatsApp,33,Female
🎉,sad,Twitter,49,Male
🙌,cool,Facebook,59,Female
🤣,confusion,WhatsApp,45,Male
❤️,funny,Twitter,55,Male
💕,celebration,Snapchat,32,Male
😇,surprise,WhatsApp,13,Female
